fold,train_end,test_start,test_end,n_train,n_test,mse,hit
57,2022-11-23,2022-12-22,2023-03-15,4660,60,0.00010344393376726657,0.5166666666666667
58,2023-02-15,2023-03-16,2023-06-07,4720,60,0.00010058368206955492,0.4166666666666667
59,2023-05-10,2023-06-08,2023-08-30,4780,60,4.7142581024672836e-05,0.43333333333333335
60,2023-08-02,2023-08-31,2023-11-22,4840,60,7.420976908179e-05,0.48333333333333334
61,2023-10-25,2023-11-23,2024-02-14,4900,60,4.26280457759276e-05,0.6
62,2024-01-17,2024-02-15,2024-05-08,4960,60,6.135304283816367e-05,0.5166666666666667
63,2024-04-10,2024-05-09,2024-07-31,5020,60,4.8963469453155994e-05,0.4166666666666667
64,2024-07-03,2024-08-01,2024-10-23,5080,60,8.713889837963507e-05,0.4166666666666667
65,2024-09-25,2024-10-24,2025-01-15,5140,60,7.201882544904947e-05,0.5
66,2024-12-18,2025-01-16,2025-04-09,5200,60,0.00041344549390487373,0.38333333333333336
67,2025-03-12,2025-04-10,2025-07-02,5260,60,0.0001309564831899479,0.3333333333333333
68,2025-06-04,2025-07-03,2025-09-24,5320,60,2.9732027542195283e-05,0.5166666666666667
69,2025-08-27,2025-09-25,2025-12-17,5380,60,6.134663271950558e-05,0.5
70,2025-11-19,2025-12-18,2026-03-11,5440,60,5.502908970811404e-05,0.43333333333333335
